Host ISO,txEUI,rxEUI,timestamp,snr
2016-04-07 15:27:51.846710,0xdeca010000000050,0xdeca020000000001,661741767388,22
2016-04-07 15:27:51.877908,0xdeca030000000002,0xdeca020000000001,663745115573,129
2016-04-07 15:27:51.971503,0xdeca030000000002,0xdeca020000000001,670134899505,130
2016-04-07 15:27:52.080697,0xdeca030000000002,0xdeca020000000001,676524683472,131
2016-04-07 15:27:52.174291,0xdeca030000000002,0xdeca020000000001,682914467439,132
2016-04-07 15:27:52.283485,0xdeca030000000002,0xdeca020000000001,689304251396,133
2016-04-07 15:27:52.377080,0xdeca010000000028,0xdeca020000000001,695619742697,33
2016-04-07 15:27:52.470674,0xdeca030000000002,0xdeca020000000001,702083819323,135
2016-04-07 15:27:52.548670,0xdeca01000000001e,0xdeca020000000001,706799184105,43
2016-04-07 15:27:52.579868,0xdeca030000000002,0xdeca020000000001,708473603295,136
2016-04-07 15:27:52.626665,0xdeca010000000015,0xdeca020000000001,711458054007,30
2016-04-07 15:27:52.642264,0xdeca010000000016,0xdeca020000000001,712699697125,27
2016-04-07 15:27:52.673462,0xdeca030000000002,0xdeca020000000001,714863387257,137
2016-04-07 15:27:52.782656,0xdeca030000000002,0xdeca020000000001,721253171241,138
2016-04-07 15:27:52.798255,0xdeca010000000014,0xdeca020000000001,722710713312,32
2016-04-07 15:27:52.876251,0xdeca01000000000a,0xdeca020000000001,727244431840,36
2016-04-07 15:27:52.876251,0xdeca030000000002,0xdeca020000000001,727642955194,139
2016-04-07 15:27:52.938647,0xdeca010000000050,0xdeca020000000001,732029682694,23
2016-04-07 15:27:52.969845,0xdeca030000000002,0xdeca020000000001,734032739189,140
2016-04-07 15:27:53.001044,0xdeca01000000001f,0xdeca020000000001,735723998386,31
2016-04-07 15:27:53.079039,0xdeca030000000002,0xdeca020000000001,740422523123,141
2016-04-07 15:27:53.079039,0xdeca010000000046,0xdeca020000000001,741069788998,40
2016-04-07 15:27:53.110237,0xdeca01000000000b,0xdeca020000000001,742145695857,24
2016-04-07 15:27:53.172634,0xdeca030000000002,0xdeca020000000001,746812307110,142
2016-04-07 15:27:53.235030,0xdeca010000000015,0xdeca020000000001,750334438325,31
2016-04-07 15:27:53.250629,0xdeca010000000028,0xdeca020000000001,751366501039,34
